商品url,商品名,商品价格,店铺名,店铺url,店铺综合评分
https://item.taobao.com/item.htm?id=543224175019,2016哥特式男斗篷大衣外套个性明星同款潮流男士修身连帽风衣纯黑,173.00 - 196.00,u[2697912587],http://shop157019914.taobao.com,4.1
