商品url,商品名,商品价格,店铺名,店铺url,店铺综合评分
https://detail.tmall.com/item.htm?id=521877659431&skuId=3108755575867&areaId=610100&user_id=661559176&cat_id=50023743&is_b=1&rn=3185e3f4f92187e6a7c8a279c3312519,ASICS亚瑟士透气夜跑稳定跑鞋跑步鞋运动鞋EXALT男款T4C1N-4993,399.00,asics旗舰店,https://asics.tmall.com,4.8
